الجذر,الحرف الأول للجذر,الحرف الثاني للجذر,الحرف الثالث للجذر,أفعل,فعّل,فاعل,انفعل,افتعل,افعلّ,تفاعل,تفعّل,استفعل,افعوعل,افعوّل,افعالّ
كأد,ك,أ,د,,,,,,,ك,ك,,,,
كأس,ك,أ,س,,,,,م,,,,,,,
كأف,ك,أ,ف,ل,,,,,,,,,,,
كأي,ك,أ,ي,ل,,,,,,,,,,,
كبب,ك,ب,ب,ك,ك,,ل,,,ل,ل,,,,
كبت,ك,ب,ت,,,,ل,ل,,,,,,,
كبث,ك,ب,ث,,م,,,,,,,,,,
كبح,ك,ب,ح,م,,م,,,,,,,,,
كبد,ك,ب,د,,م,م,,,,,ك,,,,
كبر,ك,ب,ر,ك,ك,ك,,,,ل,ل,ك,,,
كبس,ك,ب,س,,ك,,ل,ل,,,ل,,,,
كبع,ك,ب,ع,,م,,,,,,,,,,
كبل,ك,ب,ل,,م,ك,,ك,,,ل,,,,
كبن,ك,ب,ن,ك,,,,,,,,,,,
كبو,ك,ب,و,ك,م,م,,ل,,,ل,,,,
كتب,ك,ت,ب,ك,ك,م,,ك,,ل,ك,م,,,
كتت,ك,ت,ت,م,م,,,م,,ل,,,,,
كتر,ك,ت,ر,ل,,,,,,,,,,,
كتع,ك,ت,ع,,م,م,ل,,,ل,,,,,
كتف,ك,ت,ف,,ك,م,,,,ل,ل,,,,
كتل,ك,ت,ل,,م,ك,ل,,,,ل,,,,
كتم,ك,ت,م,ك,م,م,ل,ك,,م,,م,,,
كتن,ك,ت,ن,ك,م,,,,,,,,,,
كتو,ك,ت,و,ل,,,,,,,,,,,
كتي,ك,ت,ي,,,,,,,,,,ل,,
كثأ,ك,ث,أ,ل,ل,,,,,,,,,,
كثب,ك,ث,ب,ك,ل,م,ل,,,,,,,,
كثث,ك,ث,ث,ل,,,,,,,,,,,
كثح,ك,ث,ح,,ك,,,,,ل,ل,,,,
كثر,ك,ث,ر,ك,م,م,,,,ك,ل,ك,,,
كثع,ك,ث,ع,ك,ك,,,,,,,,,,
كثف,ك,ث,ف,,م,,,,,ل,,ك,,,
كثم,ك,ث,م,ك,,م,ل,,,,ل,,,,
كحب,ك,ح,ب,,ل,,,,,,,,,,
كحص,ك,ح,ص,,م,,,,,,,,,,
كحل,ك,ح,ل,ل,ك,,,ل,,,ل,,,,ل
كدأ,ك,د,أ,,م,,,,,,,,,,
كدح,ك,د,ح,,م,,,ل,,,ل,,,,
كدد,ك,د,د,ل,ك,م,,ك,,,ل,م,,,
كدر,ك,د,ر,ل,م,,ل,,ل,ل,ل,,,,
كدس,ك,د,س,,م,,,,,ل,ل,,,,
كدش,ك,د,ش,ك,,,,م,,,ل,,,,
كدف,ك,د,ف,ل,,,,,,,,,,,
كدم,ك,د,م,ل,,م,,,,ل,,,,,
كده,ك,د,ه,ك,ك,,,,,,ل,,,,
كدو,ك,د,و,,,,,,,,ل,,,,
كدي,ك,د,ي,ك,ل,,,,,,ل,,,,
كذب,ك,ذ,ب,ك,ك,م,,,,ل,ك,,,,
كذذ,ك,ذ,ذ,ل,,,,,,,,,,,
كرب,ك,ر,ب,ك,ك,م,,ل,,,ك,,,,ل
كرث,ك,ر,ث,ك,م,,ل,ل,,,,,,,
كرج,ك,ر,ج,ل,ل,,,ل,,,ل,,,,
كرد,ك,ر,د,,,م,,,,,,,,,
كرر,ك,ر,ر,,م,,,,,,ل,,,,
كرز,ك,ر,ز,,م,ك,,,,,,,,,
كرس,ك,ر,س,ك,م,,ل,,,ك,ك,,,,
كرش,ك,ر,ش,,ك,,,,,,ل,ل,,,
كرص,ك,ر,ص,,ل,,,م,,,,,,,
كرض,ك,ر,ض,ك,,,,,,,,,,,
كرع,ك,ر,ع,ك,ل,,,,,,ل,,,,
كرف,ك,ر,ف,ل,ل,,,,,,,,,,
كرك,ك,ر,ك,ل,ل,,,,,,,,,,
كرم,ك,ر,م,ك,ك,م,,,,ل,ل,ك,,,
كره,ك,ر,ه,م,م,,,,,م,م,م,,,
كري,ك,ر,ي,ك,ل,م,,م,,م,ل,م,,,
كزز,ك,ز,ز,م,,,,ل,,,,,,,
كزم,ك,ز,م,ل,م,,,,,,م,,,,
كسب,ك,س,ب,م,,,,ك,,,ك,م,,,
كسح,ك,س,ح,,,م,,م,,,,,,,
كسد,ك,س,د,ك,,,ل,,,,,,,,
كسر,ك,س,ر,,م,م,ل,م,,,ل,,,,
كسس,ك,س,س,,,,,,,,ل,,,,
كسع,ك,س,ع,,,,,ل,,,ل,,,,
كسف,ك,س,ف,م,م,,ل,,,,,,,,
كسل,ك,س,ل,ك,م,,,,,ل,,ك,,,
كسو,ك,س,و,م,,م,,ك,,,ل,م,,,
كشأ,ك,ش,أ,ك,م,,,,,,ك,,,,
كشب,ك,ش,ب,,م,,,,,,,,,,
كشح,ك,ش,ح,,م,م,ل,,,,م,,,,
كشخ,ك,ش,خ,,م,,,,,,,,,,
كشد,ك,ش,د,ل,,,,,,,,,,,
كشر,ك,ش,ر,,ل,م,,,,,ل,,,,
كشش,ك,ش,ش,,,,,,,ل,,,,,
كشط,ك,ش,ط,,,,ل,,,,ل,ك,,,
كشف,ك,ش,ف,ك,م,ك,ل,ك,,ل,ل,ل,,,
كشم,ك,ش,م,,,,,م,,,,,,,
كصص,ك,ص,ص,ل,,,,ل,,ل,,,,,
كظظ,ك,ظ,ظ,,م,م,,ك,,ل,,,,,
كظو,ك,ظ,و,,,,,,,,ل,,,,
كعب,ك,ع,ب,ل,ك,,,,,,ل,,,,
كعت,ك,ع,ت,ل,,,,,,,,,,,
كعر,ك,ع,ر,ل,ل,,,,,,,,,,
كعع,ك,ع,ع,ك,,,,,,,,,,,
كعل,ك,ع,ل,,م,,,,,,ل,,,,
كعم,ك,ع,م,,,م,,,,,,,,,
كعن,ك,ع,ن,ل,,,,,,,,,,,
كعو,ك,ع,و,,م,,,,,,,,,,
كفأ,ك,ف,أ,ك,م,ك,ل,ك,,ل,ل,م,,,
كفت,ك,ف,ت,,ك,م,ل,م,,,ل,,,,
كفح,ك,ف,ح,م,,ك,,,,ل,ل,,,,
كفر,ك,ف,ر,ك,ك,م,,ل,,,ل,,,,
كفس,ك,ف,س,,,,ل,,,,,,,,
كفف,ك,ف,ف,,م,,ل,ل,,ل,ك,ك,,,
كفل,ك,ف,ل,م,م,م,,ك,,ل,ك,,,,
كفن,ك,ف,ن,,م,,,م,,,ل,,,,
كفي,ك,ف,ي,,,م,,ل,,,ل,م,,,
كلأ,ك,ل,أ,ك,ك,م,,ك,,,ك,ك,,,
كلب,ك,ل,ب,ل,م,ك,,ل,,ل,,ل,,,
كلت,ك,ل,ت,,,,ل,م,,,,,,,
كلث,ك,ل,ث,,,,ل,,,,,,,,
كلح,ك,ل,ح,ك,ك,ك,,,,,ل,,,ل,
كلد,ك,ل,د,,م,,,,,,ل,,,,
كلز,ك,ل,ز,,م,,,,,,,,,,
كلس,ك,ل,س,,ك,,,,,,ل,,,,
كلع,ك,ل,ع,م,,,,,,,ل,,,,
كلف,ك,ل,ف,م,م,,,,,,ك,,,,ل
كلل,ك,ل,ل,ك,ك,,ل,ك,,,ل,,,,
كلم,ك,ل,م,,م,م,,,,ل,ك,,,,
كلو,ك,ل,و,,,,,ل,,,,,ل,,
كلي,ك,ل,ي,,ل,,,ك,,,ل,,,,
كمأ,ك,م,أ,ك,,,,,,ل,ك,,,,
كمت,ك,م,ت,ل,م,,,,ل,,,,,,ل
كمح,ك,م,ح,ك,,,,,,,,,,,
كمخ,ك,م,خ,ل,,,,,,,,,,,
كمد,ك,م,د,ك,م,,,,,,,,,,
كمر,ك,م,ر,,م,م,,,,ل,,,,,
كمش,ك,م,ش,ك,ك,,ل,,,,ل,,,,
كمع,ك,م,ع,ل,,م,,م,,,,,,,
كمل,ك,م,ل,م,م,,,ل,,ل,ل,م,,,
كمم,ك,م,م,ك,ك,,,,,,ك,,,,
كمن,ك,م,ن,ك,,,,ل,,,,,,,
كمه,ك,م,ه,,,,,,,,ل,,,,
كمي,ك,م,ي,ك,م,,ل,ل,,,ك,,,,
كنب,ك,ن,ب,ل,,,,,,,,,,,
كنت,ك,ن,ت,ل,,,,ل,,,,,,,
كنر,ك,ن,ر,,ل,,,,,,,,,,
كنز,ك,ن,ز,,,,,ك,,,ل,,,,
كنس,ك,ن,س,,م,,,ل,,,ل,,,,
كنش,ك,ن,ش,م,,,,,,,,,,,
كنص,ك,ن,ص,,ك,,,,,,,,,,
كنظ,ك,ن,ظ,,,,,,,,م,,,,
كنع,ك,ن,ع,ك,ك,,,ل,,,ل,,,,
كنف,ك,ن,ف,ك,م,م,,ك,,,ك,,,,
كنن,ك,ن,ن,ك,م,,,ك,,,ل,ل,,,
كنه,ك,ن,ه,م,,,,م,,,,,,,
كني,ك,ن,ي,م,م,,,ل,,,ل,,,,
كهب,ك,ه,ب,,,,,,,,,,,,ل
كهد,ك,ه,د,ك,,,,,,,,,,,
كهف,ك,ه,ف,,,,,ك,,,ل,,,,
كهل,ك,ه,ل,,,ل,,ل,,,ل,,,,
كهم,ك,ه,م,ل,م,,,,,,ل,,,,
كهن,ك,ه,ن,,ل,ك,,,,,ل,,,,
كهه,ك,ه,ه,ل,,,,,,,,,,,
كهي,ك,ه,ي,ل,,م,,م,,,,,,,
كوأ,ك,و,أ,ك,,,,,,,,,,,
كوب,ك,و,ب,,م,,,ل,,,,,,,
كوث,ك,و,ث,,ل,,,,,,,,,,
كوح,ك,و,ح,ك,م,م,,,,ل,,,,,
كود,ك,و,د,,م,,,,,,,,,,
كوذ,ك,و,ذ,,ك,,,,,,,,,,
كور,ك,و,ر,ل,ك,,,ك,,,ل,ك,,,
كوز,ك,و,ز,,,,,ك,,,ل,,,,
كوس,ك,و,س,م,م,,,م,,ل,ل,,,,
كوع,ك,و,ع,,م,,,,,,ل,,,,
كوف,ك,و,ف,,ك,,ل,,,,ل,,,,
كول,ك,و,ل,,,,ل,,,ل,ل,,,,
كوم,ك,و,م,,م,,,ل,,,,,,,
كون,ك,و,ن,,م,,,ل,,ل,ك,ل,,,
كوه,ك,و,ه,,م,,,,,,ل,,,,
كوي,ك,و,ي,ل,م,م,,ل,,,ل,ك,,,
كيأ,ك,ي,أ,ك,,,,,,,,,,,
كيت,ك,ي,ت,,م,,,,,,,,,,
كيح,ك,ي,ح,ك,,,,,,,,,,,
كيد,ك,ي,د,,,م,,ك,,ل,,,,,
كير,ك,ي,ر,ل,,,,ل,,ل,,,,,
كيس,ك,ي,س,ك,م,م,,,,,ل,,,,
كيص,ك,ي,ص,,,م,,,,,,,,,
كيف,ك,ي,ف,,م,,ل,,,,ك,,,,
كيل,ك,ي,ل,,ك,م,,ك,,ل,ل,,,,
كين,ك,ي,ن,م,,,,ل,,,,ل,,,
لأط,ل,أ,ط,,,,,,,,م,,,,
لأك,ل,أ,ك,م,,,,,,,,ل,,,
لأم,ل,أ,م,ك,م,ك,,ل,,ل,ك,ك,,,
لأي,ل,أ,ي,ل,ل,,,ل,,,,,,,
لبأ,ل,ب,أ,ك,ل,,,ك,,,,ك,,,
لبب,ل,ب,ب,ك,ك,,,,,,ك,م,,,
لبث,ل,ب,ث,م,ك,,,,,,ل,م,,,
لبج,ل,ب,ج,,,,,ل,,,,,,,
لبح,ل,ب,ح,ل,ل,,,,,,,,,,
لبخ,ل,ب,خ,,ل,,,,,,ل,,,,
لبد,ل,ب,د,ك,ك,,,ل,,,ل,,,,
لبس,ل,ب,س,ك,ك,م,,ل,,,ك,,,,
لبص,ل,ب,ص,ل,,,,,,,,,,,
لبط,ل,ب,ط,,,,,ل,,,ل,,,,
لبق,ل,ب,ق,,م,,,,,,,,,,
لبك,ل,ب,ك,ل,م,,,ل,,,ل,,,,
لبن,ل,ب,ن,ل,ك,,,ل,,,ل,ل,,,
لبي,ل,ب,ي,,ك,,,م,,,,,,,
لتب,ل,ت,ب,م,ل,,,م,,ل,,,,,
لتت,ل,ت,ت,ل,,,,,,,,,,,
لثث,ل,ث,ث,ل,,,,,,,,,,,
لثغ,ل,ث,غ,,,,,,,ل,,,,,
لثق,ل,ث,ق,م,م,,,ل,,,ل,,,,
لثم,ل,ث,م,,ك,م,,ل,,ل,ل,,,,
لثي,ل,ث,ي,ك,,,,ل,,,ل,,,,
لجأ,ل,ج,أ,م,م,,,ل,,,ل,,,,
لجب,ل,ج,ب,,ك,,,,,,,,,,
لجج,ل,ج,ج,ل,ل,م,,ل,,ل,م,ك,,,
لجف,ل,ج,ف,,م,,,,,,ك,,,,
لجم,ل,ج,م,م,م,,,ل,,,ل,,,,
لجن,ل,ج,ن,,م,,,,,,ك,,,,
لحب,ل,ح,ب,,م,,,ك,,,,,,,
لحج,ل,ح,ج,م,م,ل,,ك,,,ك,ل,,,
لحح,ل,ح,ح,ل,,,,,,,ل,,,,
لحد,ل,ح,د,ك,,م,,ل,,,,,,,
لحز,ل,ح,ز,,,,,,,ل,ل,,,,
لحس,ل,ح,س,ك,م,,,م,,,,,,,
لحص,ل,ح,ص,,ك,,,ك,,,,,,,
لحط,ل,ح,ط,,,,,ل,,,,,,,
لحظ,ل,ح,ظ,,م,ك,,,,ل,ل,,,,
لحف,ل,ح,ف,ك,ل,م,,ك,,,ك,,,,
لحق,ل,ح,ق,ك,,م,,ل,,ل,,ك,,,
لحك,ل,ح,ك,م,,م,,,,ك,,,,,
لحم,ل,ح,م,ك,,ك,,ل,,ل,,ك,,,
لحن,ل,ح,ن,ك,ك,م,,,,,,,,,
لحو,ل,ح,و,ل,,م,,ك,,,,,,,
لحي,ل,ح,ي,ل,,م,,ك,,ل,ل,,,,
لخب,ل,خ,ب,,,م,,,,,,,,,
لخخ,ل,خ,خ,,,,,ل,,ل,,,,,
لخص,ل,خ,ص,م,م,,,,,,,,,,
لخم,ل,خ,م,,,م,,ل,,,,,,,
لخو,ل,خ,و,م,,,,,,,,,,,
لخي,ل,خ,ي,م,,ك,,ك,,,,,,,
لدد,ل,د,د,ك,ك,ك,,ل,,,ل,,,,
لدس,ل,د,س,,م,,,,,,,,,,
لدغ,ل,د,غ,م,,,,,,,,,,,
لدم,ل,د,م,ل,م,,,ك,,,ك,,,,
لدن,ل,د,ن,,م,,,,,,ل,,,,
لدي,ل,د,ي,ل,,,,,,,,,,,
لذذ,ل,ذ,ذ,,م,م,,ك,,ل,ك,ك,,,
لذع,ل,ذ,ع,,,,,ل,,,ل,,,,
لذم,ل,ذ,م,ك,,,,,,,,,,,
لزأ,ل,ز,أ,م,م,,,,,,ل,,,,
لزب,ل,ز,ب,,,,,,,ل,,,,,
لزج,ل,ز,ج,,,,,,,,ك,,,,
لزح,ل,ز,ح,,,,,,,,ل,,,,
لزز,ل,ز,ز,م,م,م,,ل,,,ل,,,,
لزق,ل,ز,ق,م,م,م,,ل,,ل,,,,,
لزم,ل,ز,م,م,,م,,ك,,,,م,,,
لزن,ل,ز,ن,,,,,,,ل,,,,,
لسب,ل,س,ب,م,,,,,,,,,,,
لسس,ل,س,س,ل,,,,,,,,,,,
لسع,ل,س,ع,ك,,,,,,,,,,,
لسم,ل,س,م,م,,,,,,,,م,,,
لسن,ل,س,ن,ك,ك,م,,,,,ك,,,,
لشو,ل,ش,و,,,م,,,,ل,,,,,
لصب,ل,ص,ب,,,,,ل,,,,,,,
لصص,ل,ص,ص,,م,,,ل,,,ل,,,,
لصق,ل,ص,ق,ك,,م,,ل,,ل,,,,,
لطث,ل,ط,ث,,,,,,,ل,,,,,
لطخ,ل,ط,خ,,م,,,,,,ل,,,,
لطس,ل,ط,س,,,م,,,,ل,,,,,
لطط,ل,ط,ط,ك,,,,ك,,,م,,,,
لطع,ل,ط,ع,,,,,ك,,,ل,,,,
لطف,ل,ط,ف,ك,م,م,,,,ل,ل,ك,,,
لطم,ل,ط,م,,م,م,,ل,,ل,ل,,,,
لطي,ل,ط,ي,,,,,,,,ل,,,,
لظظ,ل,ظ,ظ,ل,,ك,,,,ل,ل,,,,
لظي,ل,ظ,ي,,م,,,ل,,,ل,,,,
لعب,ل,ع,ب,ك,ك,م,,,,ل,ل,ل,,,
لعج,ل,ع,ج,م,,م,,ل,,,,,,,
لعس,ل,ع,س,,,,,,,,ل,,,,
لعص,ل,ع,ص,,,,,,,,ل,,,,
لعط,ل,ع,ط,ل,,,,,,,,,,,
لعع,ل,ع,ع,ل,,,,,,,ك,,,,
لعف,ل,ع,ف,ل,,,,,,,ل,,,,
لعق,ل,ع,ق,م,م,,,ل,,,,,,,
لعن,ل,ع,ن,,م,ك,,ل,,ل,ل,,,,
لعو,ل,ع,و,ل,,,,,,,ك,,,,
لغب,ل,غ,ب,م,م,,,,,,م,,,,
لغد,ل,غ,د,,,م,,م,,,ك,,,,
لغذ,ل,غ,ذ,,,م,,,,,,,,,
لغز,ل,غ,ز,ك,ك,م,,,,,,,,,
لغط,ل,غ,ط,ك,ل,,,,,,,,,,
لغف,ل,غ,ف,ك,,م,,,,,ك,,,,
لغم,ل,غ,م,م,م,,,ل,,,ك,,,,
لغو,ل,غ,و,م,,م,,,,,,م,,,
لفأ,ل,ف,أ,م,,,,م,,,,,,,
لفت,ل,ف,ت,,م,,,ل,,,ل,,,,
لفث,ل,ف,ث,,,,,,,,,م,,,
لفج,ل,ف,ج,ك,,,,,,,,ل,,,
لفظ,ل,ف,ظ,,,,,,,,ل,,,,
لفع,ل,ف,ع,,ك,,,ك,,,ك,,,,
لفف,ل,ف,ف,م,م,م,,ل,,ل,ل,,,,
لفق,ل,ف,ق,,ك,,,,,ل,ل,,,,
لفم,ل,ف,م,,,,,ل,,,ل,,,,
لفو,ل,ف,و,م,م,,,,,م,,,,,
لقب,ل,ق,ب,,م,م,,,,ل,ل,,,,
لقث,ل,ق,ث,,ك,,,,,,,,,,
لقح,ل,ق,ح,ك,م,,,ل,,,ل,ل,,,
لقس,ل,ق,س,,,ك,,,,ل,ل,,,,
لقص,ل,ق,ص,,,,,ك,,,,,,,
لقط,ل,ق,ط,,,م,,م,,,م,,,,
لقع,ل,ق,ع,,,م,,ل,,,ل,,,,
لقف,ل,ق,ف,,ك,,,م,,,ك,,,,
لقم,ل,ق,م,ك,م,,,م,,,ك,,,,
لقن,ل,ق,ن,ك,م,م,,,,,م,,,,
لقي,ل,ق,ي,ك,م,ك,,ك,,ل,ك,ل,,,
لكأ,ل,ك,أ,,,,,,,,ل,,,,
لكد,ل,ك,د,,,م,,ك,,,ك,,,,
لكز,ل,ك,ز,,,م,,,,ل,,,,,
لكك,ل,ك,ك,,,,,ل,,,,,,,
لكم,ل,ك,م,,,م,,ل,,ل,,,,,
لكن,ل,ك,ن,,,,,,,ل,,,,,
لمأ,ل,م,أ,ك,,,,ل,,,ل,,,,
لمج,ل,م,ج,,م,,,,,,ل,,,,
لمح,ل,م,ح,ك,ك,م,,م,,,,,,,
لمخ,ل,م,خ,,,م,,,,,ل,,,,
لمز,ل,م,ز,,,م,,,,ل,ك,,,,
لمس,ل,م,س,م,,م,,م,,,م,,,,
لمص,ل,م,ص,ل,م,,,,,,,,,,
لمط,ل,م,ط,,,,,ل,,,,,,,
لمظ,ل,م,ظ,ك,م,,,ك,ل,,ل,,,,
لمع,ل,م,ع,ل,ك,,,ك,,,ك,,,,
لمغ,ل,م,غ,,,,,ل,,,,,,,
لمق,ل,م,ق,,,,,,,,ل,,,,
لمك,ل,م,ك,,م,,,,,,ل,,,,
لمل,ل,م,ل,,,,,,,,ل,,,,
لمم,ل,م,م,ل,م,,,ك,,,,,,,
لمو,ل,م,و,ل,,,,,,,,,,,
لمي,ل,م,ي,ل,م,,,ل,,,ل,,,,
لهأ,ل,ه,أ,,,,,,,,ل,,,,
لهب,ل,ه,ب,ك,م,,,ل,,,ل,,,,
لهث,ل,ه,ث,م,,,,ل,,,,,,,
لهج,ل,ه,ج,ك,م,,,,,,,,,,ل
لهد,ل,ه,د,ك,م,,,,,,,,,,
لهز,ل,ه,ز,,م,,,,,,,,,,
لهس,ل,ه,س,,,ك,,,,,,,,,
لهط,ل,ه,ط,م,,,,,,,,,,,
لهف,ل,ه,ف,ل,ك,,,ل,,,ل,,,,
لهق,ل,ه,ق,,,,,,,,ل,,,,
لهم,ل,ه,م,م,,,,م,,,م,م,,,
لهن,ل,ه,ن,م,ك,,,,,,ل,,,,
لهو,ل,ه,و,ك,ك,م,,ل,,ل,ل,م,,,
لوب,ل,و,ب,ل,م,,,,,,,,,,
لوت,ل,و,ت,م,,,,,,,,,,,
لوث,ل,و,ث,ك,ك,,,ك,,,ل,,,,
لوج,ل,و,ج,,ل,,,,,,,,,,
لوح,ل,و,ح,ك,ك,,,ل,,,ل,ل,,,
لوخ,ل,و,خ,,,,,ل,,,,,,,
لوذ,ل,و,ذ,ل,,ك,,,,,,,,,
لوز,ل,و,ز,,ك,,,,,,,,,,
لوص,ل,و,ص,م,ل,ك,,,,ل,ل,,,,
لوط,ل,و,ط,م,م,ل,,ك,,,ل,ك,,,
لوظ,ل,و,ظ,,,,,ل,,,,,,,
لوع,ل,و,ع,ك,م,,,ل,,,,,,,
لوق,ل,و,ق,,م,,,,,,,,,,
لوك,ل,و,ك,م,,,,,,,,,,,
لوم,ل,و,م,ك,م,م,,ل,,ل,ل,ل,,,
لون,ل,و,ن,,ك,,,,ل,,ل,,,,
لوه,ل,و,ه,,,,,,,,ك,,,,
لوو,ل,و,و,ل,,,,ل,,,ل,,,,
لوي,ل,و,ي,ك,م,م,,ك,,ل,ل,ل,,,
ليأ,ل,ي,أ,ل,,,,,,,,,,,
ليت,ل,ي,ت,ك,,,,,,,,,,,
ليث,ل,ي,ث,,ل,م,,,,,ل,ل,,,
ليس,ل,ي,س,,,,,,,ل,ل,,,,
ليص,ل,ي,ص,م,,,,,,,,,,,
ليط,ل,ي,ط,م,م,,,ك,,,م,,,,
ليع,ل,ي,ع,ل,,,,,,,,,,,
ليغ,ل,ي,غ,,,,,,,,ل,,,,
ليف,ل,ي,ف,,ك,,,,,,,,,,
ليق,ل,ي,ق,م,م,,,ل,,,,م,,,
ليل,ل,ي,ل,ل,,م,,,,,,,,,
لين,ل,ي,ن,م,م,م,,,,,ل,م,,,
مأد,م,أ,د,م,,,,م,,,,,,,
مأر,م,أ,ر,م,,ك,,ل,,ل,,,,,
مأق,م,أ,ق,ل,,,,ل,,,,,,,
مأن,م,أ,ن,,ك,ل,,,,ل,,,,,
مأو,م,أ,و,ل,,,,,,,ل,,,,
مأي,م,أ,ي,ك,,م,,,,,ل,,,,
متت,م,ت,ت,,,م,,,,,,,,,
متح,م,ت,ح,ل,ل,,,م,,,ل,,,,
متخ,م,ت,خ,م,,,,م,,,,,,,
متر,م,ت,ر,ل,,,ل,ل,,ك,,,,,ل
متع,م,ت,ع,ك,م,,,ل,,,ل,ل,,,
متك,م,ت,ك,,,م,,,,,م,,,,
متن,م,ت,ن,م,ك,م,,,,ل,,,,,
مته,م,ت,ه,,,,,,,ل,ل,,,,
متو,م,ت,و,ل,,,,,,,ل,,,,
مثل,م,ث,ل,ك,ك,م,,ك,,ل,ك,,,,
مجج,م,ج,ج,ل,ل,,ل,,,,,,,,
مجح,م,ج,ح,,,,,,,,ل,,,,
مجد,م,ج,د,ك,ك,م,,,,ل,ل,ل,,,
مجر,م,ج,ر,ك,,م,,,,,,,,,
مجس,م,ج,س,,م,,,,,,ل,,,,
مجع,م,ج,ع,م,ك,م,,ل,,ل,ل,,,,
مجل,م,ج,ل,ك,,,,,,,ل,,,,
مجن,م,ج,ن,,,م,,,,ل,ل,,,,
محج,م,ح,ج,,,م,,,,,,,,,
محح,م,ح,ح,ل,,,,,,,,,,,
محش,م,ح,ش,م,,,,ك,,,,,,,
محص,م,ح,ص,ك,ك,,ل,ل,,,ل,,,,
محض,م,ح,ض,م,,ك,,ل,,,,,,,
محط,م,ح,ط,م,م,م,,ك,,,,,,,
محظ,م,ح,ظ,,,م,,,,,,,,,
محق,م,ح,ق,,ك,,ل,ل,,,ل,,,,
محك,م,ح,ك,ك,,م,,,,ل,ل,,,,
محل,م,ح,ل,ك,م,ك,,,,ل,م,,,,
محن,م,ح,ن,,م,,,م,,,,,,,
محو,م,ح,و,,م,,ل,ل,,,ل,,,,
مخج,م,خ,ج,,,,,,,,م,,,,
مخخ,م,خ,خ,ل,م,,,م,,,م,,,,
مخر,م,خ,ر,,,,,م,,,م,م,,,
مخش,م,خ,ش,,,,,,,,ل,,,,
مخض,م,خ,ض,ل,ل,,,ل,,,ل,ل,,,
مخط,م,خ,ط,ك,ك,,,ك,,,ل,,,,
مخي,م,خ,ي,ل,م,,,ل,,,ك,,,,
مدح,م,د,ح,,م,م,ل,ك,ل,ل,ك,,,,
مدخ,م,د,خ,,,م,,ل,,ل,ل,,,,
مدد,م,د,د,ك,م,ك,,ل,,م,ك,ك,,,
مدر,م,د,ر,م,ك,,,م,,,,,,,
مدش,م,د,ش,ك,ك,,,م,,,,,,,
مدل,م,د,ل,,,,,,,,ل,,,,
مدن,م,د,ن,,م,,,,,,ك,,,,
مده,م,د,ه,,,,,,,,ل,,,,
مدي,م,د,ي,ك,,م,,,,ل,,,,,
مذج,م,ذ,ج,,ك,,,,,,ل,,,,
مذح,م,ذ,ح,ك,,,,,,,ك,,,,
مذخ,م,ذ,خ,,,,,,,,ك,,,,
مذر,م,ذ,ر,م,م,,,,,,ل,,,,
مذع,م,ذ,ع,,,,,,,,م,,,,
مذق,م,ذ,ق,,,م,ل,ل,,,,,,,
مذل,م,ذ,ل,ك,,,,,ل,,,,,,ل
مذي,م,ذ,ي,ك,ك,ك,,,,,,,,,
مرأ,م,ر,أ,م,م,,,,,,ك,م,,,
مرث,م,ر,ث,,م,,,,,,,,,,
مرج,م,ر,ج,ك,,,,,,,,,,,
مرح,م,ر,ح,م,ك,,,,,,,,,,
مرخ,م,ر,خ,م,م,,,,,,ل,,,,
مرد,م,ر,د,,م,,,,,,ل,,,,
مرذ,م,ر,ذ,م,,,,,,,,,,,
مرر,م,ر,ر,ك,م,ك,,ل,,ل,,ك,,,
مرز,م,ر,ز,,,م,,ك,,,,,,,
مرس,م,ر,س,م,,م,,ل,,ل,ل,,,,
مرش,م,ر,ش,,,,,ك,,,,,,,
مرص,م,ر,ص,,,,,,,,ل,,,,
مرض,م,ر,ض,ك,ك,م,,,,ل,ل,,,,
مرط,م,ر,ط,ل,م,م,ل,ك,,,ل,,,,
مرع,م,ر,ع,ك,,,ل,,,,ل,,,,
مرغ,م,ر,غ,ك,م,م,,,,,ل,,,,
مرق,م,ر,ق,ك,ك,,ل,ك,,,ل,,,,
مرن,م,ر,ن,م,م,ك,,,,ل,ل,,,,
مري,م,ر,ي,ك,,ك,,ك,,ل,ل,م,,,
مزج,م,ز,ج,,ك,م,,ل,,ل,,,,,
مزح,م,ز,ح,م,ل,م,,,,ل,,,,,
مزر,م,ز,ر,,م,,,,,,ك,,,,
مزز,م,ز,ز,,م,ل,,,,ل,ك,,,,
مزع,م,ز,ع,,م,,,,,,ك,,,,
مزق,م,ز,ق,,م,م,ل,,,,ل,,,,
مزن,م,ز,ن,,م,,,,,,ك,,,,
مزي,م,ز,ي,م,م,,,,,ل,ل,,,,
مسأ,م,س,أ,ك,,,,,,,ل,,,,
مسح,م,س,ح,,ك,م,ل,ك,,ل,ك,,,,
مسخ,م,س,خ,ل,,,ل,ك,,,ل,,,,
مسس,م,س,س,ك,,م,,,,ل,,,,,
مسغ,م,س,غ,ل,,,,ل,,,,,,,
مسك,م,س,ك,ك,ك,,,ل,,ل,ل,ل,,,
مسل,م,س,ل,,,,,م,,,,,,,
مسو,م,س,و,ك,ك,م,,م,,,,,,,
مسي,م,س,ي,م,,,,ل,,ل,ل,,,,
مشح,م,ش,ح,ل,,,,,,,,,,,
مشر,م,ش,ر,ل,ك,,,ل,,,ك,,,,
